PPFD,415,445,480,515,555,590,630,680
879, 2681, 7905, 4073, 2318, 1905, 4506, 17649, 15898
809, 2602, 6479, 4032, 2149, 1829, 4324, 17562, 15996
758, 2973, 5025, 4761, 2259, 1896, 4310, 17596, 15508
624, 2272, 3966, 4804, 1831, 1529, 3544, 15340, 13377
623, 2236, 4065, 5364, 1970, 1620, 3847, 16504, 14241
783, 3062, 5368, 4657, 2383, 1998, 4541, 18472, 16482
900, 2779, 8046, 4234, 2433, 1994, 4677, 18566, 16878
874, 3078, 8120, 3833, 2285, 1867, 4447, 16492, 14025
834, 3496, 8326, 3954, 2359, 1981, 4708, 17198, 14712
846, 2970, 7942, 4227, 2712, 2158, 5013, 19107, 17161
859, 2810, 7068, 4459, 2649, 2128, 4964, 20082, 18297
791, 3041, 5458, 4859, 2621, 2093, 4823, 19101, 16901
698, 2940, 4775, 5378, 2263, 1862, 4277, 17567, 15268
761, 2699, 5480, 4521, 2573, 2048, 4980, 19133, 17200
819, 2722, 6537, 4241, 2530, 2065, 4957, 19666, 17870
836, 3416, 8088, 3940, 2426, 2008, 4739, 17752, 15327
882, 2772, 7105, 4408, 2468, 2038, 4735, 19556, 17813
822, 2909, 5732, 4665, 2508, 2067, 4659, 19280, 17365
898, 2831, 8120, 3925, 2378, 1905, 4550, 17020, 15007
636, 1578, 4449, 2517, 1316, 1128, 2807, 11034, 9723
495, 1048, 3563, 1569, 866, 766, 1969, 7956, 6834
777, 1900, 5812, 2885, 1565, 1351, 3507, 13171, 11436
805, 2193, 6034, 3469, 1823, 1551, 3756, 14939, 13386